m,m/s,m,m/s
 3.3834835E+002,-5.6442884E-001, 3.3834835E+002,-6.2853922E-001
 3.3934935E+002,-5.6442884E-001, 3.3934935E+002,-6.2853922E-001
 3.4035035E+002,-5.6442884E-001, 3.4035035E+002,-6.2853922E-001
 3.4135135E+002,-5.6442884E-001, 3.4135135E+002,-6.2853922E-001
 3.4235235E+002,-5.6960827E-001, 3.4235235E+002,-6.3174145E-001
 3.4335335E+002,-5.6960827E-001, 3.4335335E+002,-6.3174145E-001
 3.4435435E+002,-5.6960827E-001, 3.4435435E+002,-6.3174145E-001
 3.4535536E+002,-5.6960827E-001, 3.4535536E+002,-6.3174145E-001
 3.4635636E+002,-5.8759322E-001, 3.4635636E+002,-6.4260201E-001
 3.4735736E+002,-5.8759322E-001, 3.4735736E+002,-6.4260201E-001
 3.4835836E+002,-5.8759322E-001, 3.4835836E+002,-6.4260201E-001
 3.4935936E+002,-5.8759322E-001, 3.4935936E+002,-6.4260201E-001
 3.5036036E+002,-5.6309737E-001, 3.5036036E+002,-6.2880901E-001
 3.5136136E+002,-5.6309737E-001, 3.5136136E+002,-6.2880901E-001
 3.5236236E+002,-5.6309737E-001, 3.5236236E+002,-6.2880901E-001
 3.5336336E+002,-5.6309737E-001, 3.5336336E+002,-6.2880901E-001
 3.5436436E+002,-5.8410269E-001, 3.5436436E+002,-6.5075726E-001
 3.5536537E+002,-5.8410269E-001, 3.5536537E+002,-6.5075726E-001
 3.5636637E+002,-5.8410269E-001, 3.5636637E+002,-6.5075726E-001
 3.5736737E+002,-5.8410269E-001, 3.5736737E+002,-6.5075726E-001
 3.5836837E+002,-5.5795233E-001, 3.5836837E+002,-6.2807936E-001
 3.5936937E+002,-5.5795233E-001, 3.5936937E+002,-6.2807936E-001
 3.6037037E+002,-5.5795233E-001, 3.6037037E+002,-6.2807936E-001
 3.6137137E+002,-5.5795233E-001, 3.6137137E+002,-6.2807936E-001
 3.6237237E+002,-5.9369034E-001, 3.6237237E+002,-6.5342764E-001
 3.6337337E+002,-5.9369034E-001, 3.6337337E+002,-6.5342764E-001
 3.6437437E+002,-5.9369034E-001, 3.6437437E+002,-6.5342764E-001
 3.6537538E+002,-5.9369034E-001, 3.6537538E+002,-6.5342764E-001
 3.6637638E+002,-5.6154751E-001, 3.6637638E+002,-6.2834609E-001
 3.6737738E+002,-5.6154751E-001, 3.6737738E+002,-6.2834609E-001
 3.6837838E+002,-5.6154751E-001, 3.6837838E+002,-6.2834609E-001
 3.6937938E+002,-5.6154751E-001, 3.6937938E+002,-6.2834609E-001
 3.7038038E+002,-5.8415036E-001, 3.7038038E+002,-6.5281646E-001
 3.7138138E+002,-5.8415036E-001, 3.7138138E+002,-6.5281646E-001
 3.7238238E+002,-5.8415036E-001, 3.7238238E+002,-6.5281646E-001
 3.7338338E+002,-5.8415036E-001, 3.7338338E+002,-6.5281646E-001
 3.7438438E+002,-5.5491098E-001, 3.7438438E+002,-6.3681633E-001
 3.7538539E+002,-5.5491098E-001, 3.7538539E+002,-6.3681633E-001
 3.7638639E+002,-5.5491098E-001, 3.7638639E+002,-6.3681633E-001
 3.7738739E+002,-5.5491098E-001, 3.7738739E+002,-6.3681633E-001
 3.7838839E+002,-5.9843303E-001, 3.7838839E+002,-6.4088263E-001
 3.7938939E+002,-5.9843303E-001, 3.7938939E+002,-6.4088263E-001
 3.8039039E+002,-5.9843303E-001, 3.8039039E+002,-6.4088263E-001
 3.8139139E+002,-5.9843303E-001, 3.8139139E+002,-6.4088263E-001
 3.8239239E+002,-5.5034012E-001, 3.8239239E+002,-6.4041547E-001
 3.8339339E+002,-5.5034012E-001, 3.8339339E+002,-6.4041547E-001
 3.8439439E+002,-5.5034012E-001, 3.8439439E+002,-6.4041547E-001
 3.8539540E+002,-5.5034012E-001, 3.8539540E+002,-6.4041547E-001
 3.8639640E+002,-5.9647312E-001, 3.8639640E+002,-6.2878205E-001
 3.8739740E+002,-5.9647312E-001, 3.8739740E+002,-6.2878205E-001
 3.8839840E+002,-5.9647312E-001, 3.8839840E+002,-6.2878205E-001
 3.8939940E+002,-5.9647312E-001, 3.8939940E+002,-6.2878205E-001
 3.9040040E+002,-5.5024848E-001, 3.9040040E+002,-6.2859606E-001
 3.9140140E+002,-5.5024848E-001, 3.9140140E+002,-6.2859606E-001
 3.9240240E+002,-5.5024848E-001, 3.9240240E+002,-6.2859606E-001
 3.9340340E+002,-5.5024848E-001, 3.9340340E+002,-6.2859606E-001
 3.9440440E+002,-5.8740804E-001, 3.9440440E+002,-6.5682923E-001
 3.9540541E+002,-5.8740804E-001, 3.9540541E+002,-6.5682923E-001
 3.9640641E+002,-5.8740804E-001, 3.9640641E+002,-6.5682923E-001
 3.9740741E+002,-5.8740804E-001, 3.9740741E+002,-6.5682923E-001
 3.9840841E+002,-5.6331594E-001, 3.9840841E+002,-6.3342678E-001
 3.9940941E+002,-5.6331594E-001, 3.9940941E+002,-6.3342678E-001
 4.0041041E+002,-5.6331594E-001, 4.0041041E+002,-6.3342678E-001
 4.0141141E+002,-5.6331594E-001, 4.0141141E+002,-6.3342678E-001
 4.0241241E+002,-5.7962008E-001, 4.0241241E+002,-6.3155286E-001
 4.0341341E+002,-5.7962008E-001, 4.0341341E+002,-6.3155286E-001
 4.0441441E+002,-5.7962008E-001, 4.0441441E+002,-6.3155286E-001
 4.0541542E+002,-5.7962008E-001, 4.0541542E+002,-6.3155286E-001
 4.0641642E+002,-5.7204737E-001, 4.0641642E+002,-6.3211721E-001
 4.0741742E+002,-5.7204737E-001, 4.0741742E+002,-6.3211721E-001
 4.0841842E+002,-5.7204737E-001, 4.0841842E+002,-6.3211721E-001
 4.0941942E+002,-5.7204737E-001, 4.0941942E+002,-6.3211721E-001
 4.1042042E+002,-5.6540294E-001, 4.1042042E+002,-6.3728579E-001
 4.1142142E+002,-5.6540294E-001, 4.1142142E+002,-6.3728579E-001
 4.1242242E+002,-5.6540294E-001, 4.1242242E+002,-6.3728579E-001
 4.1342342E+002,-5.6540294E-001, 4.1342342E+002,-6.3728579E-001
 4.1442442E+002,-5.8612624E-001, 4.1442442E+002,-6.5002539E-001
 4.1542543E+002,-5.8612624E-001, 4.1542543E+002,-6.5002539E-001
 4.1642643E+002,-5.8612624E-001, 4.1642643E+002,-6.5002539E-001
 4.1742743E+002,-5.8612624E-001, 4.1742743E+002,-6.5002539E-001
 4.1842843E+002,-5.8797538E-001, 4.1842843E+002,-6.3909781E-001
 4.1942943E+002,-5.8797538E-001, 4.1942943E+002,-6.3909781E-001
 4.2043043E+002,-5.8797538E-001, 4.2043043E+002,-6.3909781E-001
 4.2143143E+002,-5.8797538E-001, 4.2143143E+002,-6.3909781E-001
 4.2243243E+002,-5.6469886E-001, 4.2243243E+002,-6.3735930E-001
 4.2343343E+002,-5.6469886E-001, 4.2343343E+002,-6.3735930E-001
 4.2443443E+002,-5.6469886E-001, 4.2443443E+002,-6.3735930E-001
 4.2543544E+002,-5.6469886E-001, 4.2543544E+002,-6.3735930E-001
 4.2643644E+002,-5.8578263E-001, 4.2643644E+002,-6.4078635E-001
 4.2743744E+002,-5.8578263E-001, 4.2743744E+002,-6.4078635E-001
 4.2843844E+002,-5.8578263E-001, 4.2843844E+002,-6.4078635E-001
 4.2943944E+002,-5.8578263E-001, 4.2943944E+002,-6.4078635E-001
 4.3044044E+002,-5.5582774E-001, 4.3044044E+002,-6.1829631E-001
 4.3144144E+002,-5.5582774E-001, 4.3144144E+002,-6.1829631E-001
 4.3244244E+002,-5.5582774E-001, 4.3244244E+002,-6.1829631E-001
 4.3344344E+002,-5.5582774E-001, 4.3344344E+002,-6.1829631E-001
 4.3444444E+002,-5.9118409E-001, 4.3444444E+002,-6.5138125E-001
 4.3544545E+002,-5.9118409E-001, 4.3544545E+002,-6.5138125E-001
 4.3644645E+002,-5.9118409E-001, 4.3644645E+002,-6.5138125E-001
 4.3744745E+002,-5.9118409E-001, 4.3744745E+002,-6.5138125E-001
 4.3844845E+002,-5.5283102E-001, 4.3844845E+002,-6.4644946E-001
 4.3944945E+002,-5.5283102E-001, 4.3944945E+002,-6.4644946E-001
 4.4045045E+002,-5.5283102E-001, 4.4045045E+002,-6.4644946E-001
 4.4145145E+002,-5.5283102E-001, 4.4145145E+002,-6.4644946E-001
 4.4245245E+002,-5.9796438E-001, 4.4245245E+002,-6.2184869E-001
 4.4345345E+002,-5.9796438E-001, 4.4345345E+002,-6.2184869E-001
 4.4445445E+002,-5.9796438E-001, 4.4445445E+002,-6.2184869E-001
 4.4545546E+002,-5.9796438E-001, 4.4545546E+002,-6.2184869E-001
 4.4645646E+002,-5.5681587E-001, 4.4645646E+002,-6.4403234E-001
 4.4745746E+002,-5.5681587E-001, 4.4745746E+002,-6.4403234E-001
 4.4845846E+002,-5.5681587E-001, 4.4845846E+002,-6.4403234E-001
 4.4945946E+002,-5.5681587E-001, 4.4945946E+002,-6.4403234E-001
 4.5046046E+002,-5.8167623E-001, 4.5046046E+002,-6.3581579E-001
 4.5146146E+002,-5.8167623E-001, 4.5146146E+002,-6.3581579E-001
 4.5246246E+002,-5.8167623E-001, 4.5246246E+002,-6.3581579E-001
 4.5346346E+002,-5.8167623E-001, 4.5346346E+002,-6.3581579E-001
 4.5446446E+002,-5.7138706E-001, 4.5446446E+002,-6.3880338E-001
 4.5546547E+002,-5.7138706E-001, 4.5546547E+002,-6.3880338E-001
 4.5646647E+002,-5.7138706E-001, 4.5646647E+002,-6.3880338E-001
 4.5746747E+002,-5.7138706E-001, 4.5746747E+002,-6.3880338E-001
 4.5846847E+002,-5.8914817E-001, 4.5846847E+002,-6.3858034E-001
 4.5946947E+002,-5.8914817E-001, 4.5946947E+002,-6.3858034E-001
 4.6047047E+002,-5.8914817E-001, 4.6047047E+002,-6.3858034E-001
 4.6147147E+002,-5.8914817E-001, 4.6147147E+002,-6.3858034E-001
 4.6247247E+002,-5.5913491E-001, 4.6247247E+002,-6.4236362E-001
 4.6347347E+002,-5.5913491E-001, 4.6347347E+002,-6.4236362E-001
 4.6447447E+002,-5.5913491E-001, 4.6447447E+002,-6.4236362E-001
 4.6547548E+002,-5.5913491E-001, 4.6547548E+002,-6.4236362E-001
 4.6647648E+002,-5.8862840E-001, 4.6647648E+002,-6.5140348E-001
 4.6747748E+002,-5.8862840E-001, 4.6747748E+002,-6.5140348E-001
 4.6847848E+002,-5.8862840E-001, 4.6847848E+002,-6.5140348E-001
 4.6947948E+002,-5.8862840E-001, 4.6947948E+002,-6.5140348E-001
 4.7048048E+002,-5.5085909E-001, 4.7048048E+002,-6.3457553E-001
 4.7148148E+002,-5.5085909E-001, 4.7148148E+002,-6.3457553E-001
 4.7248248E+002,-5.5085909E-001, 4.7248248E+002,-6.3457553E-001
 4.7348348E+002,-5.5085909E-001, 4.7348348E+002,-6.3457553E-001
 4.7448448E+002,-5.9167497E-001, 4.7448448E+002,-6.4490054E-001
 4.7548549E+002,-5.9167497E-001, 4.7548549E+002,-6.4490054E-001
 4.7648649E+002,-5.9167497E-001, 4.7648649E+002,-6.4490054E-001
 4.7748749E+002,-5.9167497E-001, 4.7748749E+002,-6.4490054E-001
 4.7848849E+002,-5.7213057E-001, 4.7848849E+002,-6.1565488E-001
 4.7948949E+002,-5.7213057E-001, 4.7948949E+002,-6.1565488E-001
 4.8049049E+002,-5.7213057E-001, 4.8049049E+002,-6.1565488E-001
 4.8149149E+002,-5.7213057E-001, 4.8149149E+002,-6.1565488E-001
 4.8249249E+002,-5.8295421E-001, 4.8249249E+002,-6.4954152E-001
 4.8349349E+002,-5.8295421E-001, 4.8349349E+002,-6.4954152E-001
 4.8449449E+002,-5.8295421E-001, 4.8449449E+002,-6.4954152E-001
 4.8549550E+002,-5.8295421E-001, 4.8549550E+002,-6.4954152E-001
 4.8649650E+002,-5.6161419E-001, 4.8649650E+002,-6.4306385E-001
 4.8749750E+002,-5.6161419E-001, 4.8749750E+002,-6.4306385E-001
 4.8849850E+002,-5.6161419E-001, 4.8849850E+002,-6.4306385E-001
 4.8949950E+002,-5.6161419E-001, 4.8949950E+002,-6.4306385E-001
 4.9050050E+002,-5.4679494E-001, 4.9050050E+002,-6.1512408E-001
 4.9150150E+002,-5.4679494E-001, 4.9150150E+002,-6.1512408E-001
 4.9250250E+002,-5.4679494E-001, 4.9250250E+002,-6.1512408E-001
 4.9350350E+002,-5.4679494E-001, 4.9350350E+002,-6.1512408E-001
 4.9450450E+002,-5.4679494E-001, 4.9450450E+002,-6.1512408E-001
 4.9550551E+002,-5.4679494E-001, 4.9550551E+002,-6.1512408E-001
 4.9650651E+002,-5.4679494E-001, 4.9650651E+002,-6.1512408E-001
 4.9750751E+002,-5.4679494E-001, 4.9750751E+002,-6.1512408E-001
 4.9850851E+002,-5.4679494E-001, 4.9850851E+002,-6.1512408E-001
 4.9950951E+002,-5.4679494E-001, 4.9950951E+002,-6.1512408E-001
 5.0051051E+002,-5.4987834E-001, 5.0051051E+002,-6.2048248E-001
 5.0151151E+002,-5.4987834E-001, 5.0151151E+002,-6.2048248E-001
 5.0251251E+002,-5.4987834E-001, 5.0251251E+002,-6.2048248E-001
 5.0351351E+002,-5.4987834E-001, 5.0351351E+002,-6.2048248E-001
 5.0451451E+002,-5.4987834E-001, 5.0451451E+002,-6.2048248E-001
 5.0551552E+002,-5.4987834E-001, 5.0551552E+002,-6.2048248E-001
 5.0651652E+002,-5.4987834E-001, 5.0651652E+002,-6.2048248E-001
 5.0751752E+002,-5.4987834E-001, 5.0751752E+002,-6.2048248E-001
 5.0851852E+002,-5.4987834E-001, 5.0851852E+002,-6.2048248E-001
 5.0951952E+002,-5.4987834E-001, 5.0951952E+002,-6.2048248E-001
 5.1052052E+002,-5.5502500E-001, 5.1052052E+002,-6.2499148E-001
 5.1152152E+002,-5.5502500E-001, 5.1152152E+002,-6.2499148E-001
 5.1252252E+002,-5.5502500E-001, 5.1252252E+002,-6.2499148E-001
 5.1352352E+002,-5.5502500E-001, 5.1352352E+002,-6.2499148E-001
 5.1452452E+002,-5.5502500E-001, 5.1452452E+002,-6.2499148E-001
 5.1552553E+002,-5.5502500E-001, 5.1552553E+002,-6.2499148E-001
 5.1652653E+002,-5.5502500E-001, 5.1652653E+002,-6.2499148E-001
 5.1752753E+002,-5.5502500E-001, 5.1752753E+002,-6.2499148E-001
 5.1852853E+002,-5.5502500E-001, 5.1852853E+002,-6.2499148E-001
 5.1952953E+002,-5.5502500E-001, 5.1952953E+002,-6.2499148E-001
 5.2053053E+002,-5.4532056E-001, 5.2053053E+002,-6.1343638E-001
 5.2153153E+002,-5.4532056E-001, 5.2153153E+002,-6.1343638E-001
 5.2253253E+002,-5.4532056E-001, 5.2253253E+002,-6.1343638E-001
 5.2353353E+002,-5.4532056E-001, 5.2353353E+002,-6.1343638E-001
 5.2453453E+002,-5.4532056E-001, 5.2453453E+002,-6.1343638E-001
 5.2553554E+002,-5.4532056E-001, 5.2553554E+002,-6.1343638E-001
 5.2653654E+002,-5.4532056E-001, 5.2653654E+002,-6.1343638E-001
 5.2753754E+002,-5.4532056E-001, 5.2753754E+002,-6.1343638E-001
 5.2853854E+002,-5.4532056E-001, 5.2853854E+002,-6.1343638E-001
 5.2953954E+002,-5.4532056E-001, 5.2953954E+002,-6.1343638E-001
 5.3054054E+002,-5.4373862E-001, 5.3054054E+002,-6.1128700E-001
 5.3154154E+002,-5.4373862E-001, 5.3154154E+002,-6.1128700E-001
 5.3254254E+002,-5.4373862E-001, 5.3254254E+002,-6.1128700E-001
 5.3354354E+002,-5.4373862E-001, 5.3354354E+002,-6.1128700E-001
 5.3454454E+002,-5.4373862E-001, 5.3454454E+002,-6.1128700E-001
 5.3554555E+002,-5.4373862E-001, 5.3554555E+002,-6.1128700E-001
 5.3654655E+002,-5.4373862E-001, 5.3654655E+002,-6.1128700E-001
 5.3754755E+002,-5.4373862E-001, 5.3754755E+002,-6.1128700E-001
 5.3854855E+002,-5.4373862E-001, 5.3854855E+002,-6.1128700E-001
 5.3954955E+002,-5.4373862E-001, 5.3954955E+002,-6.1128700E-001
 5.4055055E+002,-5.4931668E-001, 5.4055055E+002,-6.1985449E-001
 5.4155155E+002,-5.4931668E-001, 5.4155155E+002,-6.1985449E-001
 5.4255255E+002,-5.4931668E-001, 5.4255255E+002,-6.1985449E-001
 5.4355355E+002,-5.4931668E-001, 5.4355355E+002,-6.1985449E-001
 5.4455455E+002,-5.4931668E-001, 5.4455455E+002,-6.1985449E-001
 5.4555556E+002,-5.4931668E-001, 5.4555556E+002,-6.1985449E-001
 5.4655656E+002,-5.4931668E-001, 5.4655656E+002,-6.1985449E-001
 5.4755756E+002,-5.4931668E-001, 5.4755756E+002,-6.1985449E-001
 5.4855856E+002,-5.4931668E-001, 5.4855856E+002,-6.1985449E-001
 5.4955956E+002,-5.4931668E-001, 5.4955956E+002,-6.1985449E-001
 5.5056056E+002,-5.3752505E-001, 5.5056056E+002,-6.1367641E-001
 5.5156156E+002,-5.3752505E-001, 5.5156156E+002,-6.1367641E-001
 5.5256256E+002,-5.3752505E-001, 5.5256256E+002,-6.1367641E-001
 5.5356356E+002,-5.3752505E-001, 5.5356356E+002,-6.1367641E-001
 5.5456456E+002,-5.3752505E-001, 5.5456456E+002,-6.1367641E-001
 5.5556557E+002,-5.3752505E-001, 5.5556557E+002,-6.1367641E-001
 5.5656657E+002,-5.3752505E-001, 5.5656657E+002,-6.1367641E-001
 5.5756757E+002,-5.3752505E-001, 5.5756757E+002,-6.1367641E-001
 5.5856857E+002,-5.3752505E-001, 5.5856857E+002,-6.1367641E-001
 5.5956957E+002,-5.3752505E-001, 5.5956957E+002,-6.1367641E-001
 5.6057057E+002,-5.4688180E-001, 5.6057057E+002,-6.1489935E-001
 5.6157157E+002,-5.4688180E-001, 5.6157157E+002,-6.1489935E-001
 5.6257257E+002,-5.4688180E-001, 5.6257257E+002,-6.1489935E-001
 5.6357357E+002,-5.4688180E-001, 5.6357357E+002,-6.1489935E-001
 5.6457457E+002,-5.4688180E-001, 5.6457457E+002,-6.1489935E-001
 5.6557558E+002,-5.4688180E-001, 5.6557558E+002,-6.1489935E-001
 5.6657658E+002,-5.4688180E-001, 5.6657658E+002,-6.1489935E-001
 5.6757758E+002,-5.4688180E-001, 5.6757758E+002,-6.1489935E-001
 5.6857858E+002,-5.4688180E-001, 5.6857858E+002,-6.1489935E-001
 5.6957958E+002,-5.4688180E-001, 5.6957958E+002,-6.1489935E-001
 5.7058058E+002,-5.4727750E-001, 5.7058058E+002,-6.0921653E-001
 5.7158158E+002,-5.4727750E-001, 5.7158158E+002,-6.0921653E-001
 5.7258258E+002,-5.4727750E-001, 5.7258258E+002,-6.0921653E-001
 5.7358358E+002,-5.4727750E-001, 5.7358358E+002,-6.0921653E-001
 5.7458458E+002,-5.4727750E-001, 5.7458458E+002,-6.0921653E-001
 5.7558559E+002,-5.4727750E-001, 5.7558559E+002,-6.0921653E-001
 5.7658659E+002,-5.4727750E-001, 5.7658659E+002,-6.0921653E-001
 5.7758759E+002,-5.4727750E-001, 5.7758759E+002,-6.0921653E-001
 5.7858859E+002,-5.4727750E-001, 5.7858859E+002,-6.0921653E-001
 5.7958959E+002,-5.4727750E-001, 5.7958959E+002,-6.0921653E-001
 5.8059059E+002,-5.4825673E-001, 5.8059059E+002,-6.1979196E-001
 5.8159159E+002,-5.4825673E-001, 5.8159159E+002,-6.1979196E-001
 5.8259259E+002,-5.4825673E-001, 5.8259259E+002,-6.1979196E-001
 5.8359359E+002,-5.4825673E-001, 5.8359359E+002,-6.1979196E-001
 5.8459459E+002,-5.4825673E-001, 5.8459459E+002,-6.1979196E-001
 5.8559560E+002,-5.4825673E-001, 5.8559560E+002,-6.1979196E-001
 5.8659660E+002,-5.4825673E-001, 5.8659660E+002,-6.1979196E-001
 5.8759760E+002,-5.4825673E-001, 5.8759760E+002,-6.1979196E-001
 5.8859860E+002,-5.4825673E-001, 5.8859860E+002,-6.1979196E-001
 5.8959960E+002,-5.4825673E-001, 5.8959960E+002,-6.1979196E-001
 5.9060060E+002,-5.5222911E-001, 5.9060060E+002,-6.1105469E-001
 5.9160160E+002,-5.5222911E-001, 5.9160160E+002,-6.1105469E-001
 5.9260260E+002,-5.5222911E-001, 5.9260260E+002,-6.1105469E-001
 5.9360360E+002,-5.5222911E-001, 5.9360360E+002,-6.1105469E-001
 5.9460460E+002,-5.5222911E-001, 5.9460460E+002,-6.1105469E-001
 5.9560561E+002,-5.5222911E-001, 5.9560561E+002,-6.1105469E-001
 5.9660661E+002,-5.5222911E-001, 5.9660661E+002,-6.1105469E-001
 5.9760761E+002,-5.5222911E-001, 5.9760761E+002,-6.1105469E-001
 5.9860861E+002,-5.5222911E-001, 5.9860861E+002,-6.1105469E-001
 5.9960961E+002,-5.5222911E-001, 5.9960961E+002,-6.1105469E-001
 6.0061061E+002,-5.4243496E-001, 6.0061061E+002,-6.1471784E-001
 6.0161161E+002,-5.4243496E-001, 6.0161161E+002,-6.1471784E-001
 6.0261261E+002,-5.4243496E-001, 6.0261261E+002,-6.1471784E-001
 6.0361361E+002,-5.4243496E-001, 6.0361361E+002,-6.1471784E-001
 6.0461461E+002,-5.4243496E-001, 6.0461461E+002,-6.1471784E-001
 6.0561562E+002,-5.4243496E-001, 6.0561562E+002,-6.1471784E-001
 6.0661662E+002,-5.4243496E-001, 6.0661662E+002,-6.1471784E-001
 6.0761762E+002,-5.4243496E-001, 6.0761762E+002,-6.1471784E-001
 6.0861862E+002,-5.4243496E-001, 6.0861862E+002,-6.1471784E-001
 6.0961962E+002,-5.4243496E-001, 6.0961962E+002,-6.1471784E-001
 6.1062062E+002,-5.4817572E-001, 6.1062062E+002,-6.2024066E-001
 6.1162162E+002,-5.4817572E-001, 6.1162162E+002,-6.2024066E-001
 6.1262262E+002,-5.4817572E-001, 6.1262262E+002,-6.2024066E-001
 6.1362362E+002,-5.4817572E-001, 6.1362362E+002,-6.2024066E-001
 6.1462462E+002,-5.4817572E-001, 6.1462462E+002,-6.2024066E-001
 6.1562563E+002,-5.4817572E-001, 6.1562563E+002,-6.2024066E-001
 6.1662663E+002,-5.4817572E-001, 6.1662663E+002,-6.2024066E-001
 6.1762763E+002,-5.4817572E-001, 6.1762763E+002,-6.2024066E-001
 6.1862863E+002,-5.4817572E-001, 6.1862863E+002,-6.2024066E-001
 6.1962963E+002,-5.4817572E-001, 6.1962963E+002,-6.2024066E-001
 6.2063063E+002,-5.3857843E-001, 6.2063063E+002,-6.0790795E-001
 6.2163163E+002,-5.3857843E-001, 6.2163163E+002,-6.0790795E-001
 6.2263263E+002,-5.3857843E-001, 6.2263263E+002,-6.0790795E-001
 6.2363363E+002,-5.3857843E-001, 6.2363363E+002,-6.0790795E-001
 6.2463463E+002,-5.3857843E-001, 6.2463463E+002,-6.0790795E-001
 6.2563564E+002,-5.3857843E-001, 6.2563564E+002,-6.0790795E-001
 6.2663664E+002,-5.3857843E-001, 6.2663664E+002,-6.0790795E-001
 6.2763764E+002,-5.3857843E-001, 6.2763764E+002,-6.0790795E-001
 6.2863864E+002,-5.3857843E-001, 6.2863864E+002,-6.0790795E-001
 6.2963964E+002,-5.3857843E-001, 6.2963964E+002,-6.0790795E-001
 6.3064064E+002,-5.4598624E-001, 6.3064064E+002,-6.0873209E-001
 6.3164164E+002,-5.4598624E-001, 6.3164164E+002,-6.0873209E-001
 6.3264264E+002,-5.4598624E-001, 6.3264264E+002,-6.0873209E-001
 6.3364364E+002,-5.4598624E-001, 6.3364364E+002,-6.0873209E-001
 6.3464464E+002,-5.4598624E-001, 6.3464464E+002,-6.0873209E-001
 6.3564565E+002,-5.4598624E-001, 6.3564565E+002,-6.0873209E-001
 6.3664665E+002,-5.4598624E-001, 6.3664665E+002,-6.0873209E-001
 6.3764765E+002,-5.4598624E-001, 6.3764765E+002,-6.0873209E-001
 6.3864865E+002,-5.4598624E-001, 6.3864865E+002,-6.0873209E-001
 6.3964965E+002,-5.4598624E-001, 6.3964965E+002,-6.0873209E-001
 6.4065065E+002,-5.3956479E-001, 6.4065065E+002,-6.2404039E-001
 6.4165165E+002,-5.3956479E-001, 6.4165165E+002,-6.2404039E-001
 6.4265265E+002,-5.3956479E-001, 6.4265265E+002,-6.2404039E-001
 6.4365365E+002,-5.3956479E-001, 6.4365365E+002,-6.2404039E-001
 6.4465465E+002,-5.3956479E-001, 6.4465465E+002,-6.2404039E-001
 6.4565566E+002,-5.3956479E-001, 6.4565566E+002,-6.2404039E-001
 6.4665666E+002,-5.3956479E-001, 6.4665666E+002,-6.2404039E-001
 6.4765766E+002,-5.3956479E-001, 6.4765766E+002,-6.2404039E-001
 6.4865866E+002,-5.3956479E-001, 6.4865866E+002,-6.2404039E-001
 6.4965966E+002,-5.3956479E-001, 6.4965966E+002,-6.2404039E-001
 6.5066066E+002,-5.3824012E-001, 6.5066066E+002,-6.0912339E-001
 6.5166166E+002,-5.3824012E-001, 6.5166166E+002,-6.0912339E-001
 6.5266266E+002,-5.3824012E-001, 6.5266266E+002,-6.0912339E-001
 6.5366366E+002,-5.3824012E-001, 6.5366366E+002,-6.0912339E-001
 6.5466466E+002,-5.3824012E-001, 6.5466466E+002,-6.0912339E-001
 6.5566567E+002,-5.3824012E-001, 6.5566567E+002,-6.0912339E-001
 6.5666667E+002,-5.3824012E-001, 6.5666667E+002,-6.0912339E-001
 6.5766767E+002,-5.3824012E-001, 6.5766767E+002,-6.0912339E-001
 6.5866867E+002,-5.3824012E-001, 6.5866867E+002,-6.0912339E-001
 6.5966967E+002,-5.3824012E-001, 6.5966967E+002,-6.0912339E-001
 6.6067067E+002,-5.5664102E-001, 6.6067067E+002,-6.1726248E-001
 6.6167167E+002,-5.5664102E-001, 6.6167167E+002,-6.1726248E-001
 6.6267267E+002,-5.5664102E-001, 6.6267267E+002,-6.1726248E-001
 6.6367367E+002,-5.5664102E-001, 6.6367367E+002,-6.1726248E-001
 6.6467467E+002,-5.5664102E-001, 6.6467467E+002,-6.1726248E-001
 6.6567568E+002,-5.5664102E-001, 6.6567568E+002,-6.1726248E-001
 6.6667668E+002,-5.5664102E-001, 6.6667668E+002,-6.1726248E-001
 6.6767768E+002,-5.5664102E-001, 6.6767768E+002,-6.1726248E-001
 6.6867868E+002,-5.5664102E-001, 6.6867868E+002,-6.1726248E-001
 6.6967968E+002,-5.5664102E-001, 6.6967968E+002,-6.1726248E-001
 6.7068068E+002,-5.2924639E-001, 6.7068068E+002,-6.2389139E-001
 6.7168168E+002,-5.2924639E-001, 6.7168168E+002,-6.2389139E-001
 6.7268268E+002,-5.2924639E-001, 6.7268268E+002,-6.2389139E-001
 6.7368368E+002,-5.2924639E-001, 6.7368368E+002,-6.2389139E-001
 6.7468468E+002,-5.2924639E-001, 6.7468468E+002,-6.2389139E-001
 6.7568569E+002,-5.2924639E-001, 6.7568569E+002,-6.2389139E-001
 6.7668669E+002,-5.2924639E-001, 6.7668669E+002,-6.2389139E-001
 6.7768769E+002,-5.2924639E-001, 6.7768769E+002,-6.2389139E-001
 6.7868869E+002,-5.2924639E-001, 6.7868869E+002,-6.2389139E-001
 6.7968969E+002,-5.2924639E-001, 6.7968969E+002,-6.2389139E-001
 6.8069069E+002,-5.5721721E-001, 6.8069069E+002,-6.0504623E-001
 6.8169169E+002,-5.5721721E-001, 6.8169169E+002,-6.0504623E-001
 6.8269269E+002,-5.5721721E-001, 6.8269269E+002,-6.0504623E-001
 6.8369369E+002,-5.5721721E-001, 6.8369369E+002,-6.0504623E-001
 6.8469469E+002,-5.5721721E-001, 6.8469469E+002,-6.0504623E-001
 6.8569570E+002,-5.5721721E-001, 6.8569570E+002,-6.0504623E-001
 6.8669670E+002,-5.5721721E-001, 6.8669670E+002,-6.0504623E-001
